title,date
Oil Firms To Raise Prices Next Month. By Christine A. ... ,2000-01-27
"Local On Dealers Say Prices On Downswing. In Contrast, Us. ",2000-01-31
Oil At Highest Price Since Gulf War Fuel Cost. ,2000-01-20
Bright Outlook For Mastek. Company Set To Start Crude Oil ... ,2000-01-24
Pittsburgh Post-Gazette Monday. January 2000. National It. ... ,2000-01-31
High-Tech Boom Lessens Effects Of Oil Prices. Oil Closes In ,2000-01-22
Refinery Has Potential Buyers With Plant Nearing Closing Day,2000-01-31
300 To Lose Jobs At Venango Refinery. ,2000-01-07
Times Daily ,2000-01-22
Philippine Daily Inquirer ,2000-01-17
Gulf War Oil Prices Are Back. ,2000-01-20
Us Economy Weathering Steep Oil Price Rise. ,2000-01-21
Rising Crude Cost Seen To Trigger Fuel Price Hike. ,2000-01-24
"Crude, Heating Oil Prices Cooling Off. ",2000-01-29
"Motorists Pay More For Fuel. Opec Cuts Pinch Inventories, ... ",2000-01-22
Motorists Paying More For Fuel. ,2000-01-22
Editorialletters ,2000-01-26
"Oil Prices Rising, But Inflation Under Control The The ... ",2000-01-22
Lowered Production Expected To Continue As Oil Tops $28 A ,2000-01-16
"Prices For Oil Products Like Diesel, Gasoline, Jet Fuel And ... ",2000-01-30
Today's News-Herald ,2000-01-22
Oil Prices Surge. February Economy Barely. Flinching; For ... ,2000-01-22
Palace Seeks Gentler Oil Price Increase. ,2000-01-04
Oil Prices Slide Right Off Economy's. ,2000-01-22
Crude Oil Spill In Rio Worst. ,2000-01-20
Today's News-Herald ,2000-01-25
Oil Tops $28 A Barrel. ,2000-01-14
Lowered Production Expected To Continue As On Tops A Barrel,2000-01-16
Prices Of Bonds Up. ,2000-01-22
Rising Oil Prices Not Rattling Economy. ,2000-01-22
Nation Congressman Invites Web Surfers To Read His Policy ,2000-01-10
Economy Hums While Crude Oil. I. Tech Dim. Lech Stocks. ... ,2000-01-22
Oil Firms Defer Price Hike Until. By Othel V. Campos ,2000-01-11
Gas: Higher Prices May Have Resulted In Drive-Off Increases. ,2000-01-26
Sun Journal ,2000-01-24
"Copper, Crude, Corn Advance In Trading. ",2000-01-20
Today's News-Herald ,2000-01-15
"The Robesonias. Lumberton, Ncs. Sunday, January 16, 2000 ",2000-01-16
Oil Prices Heat Up. ,2000-01-22
Lower Crude Costs Cause Gas Price Drop. ,2000-01-10
London Petroleum Prices Surge To Nine-Year High. ,2000-01-20
Kansas Oil Industry Picking Up After Years Of Lagging Prices. ,2000-01-24
Daily News ,2000-01-14
Cold Weather Ignites Natural Gas Prices. ,2000-01-21
Lack Of Y2k Panic Causes Oil Prices Drop. ,2000-01-10
Consumers Start To Feel Effects. Oil Prices Near 9-Year Highs,2000-01-22
Toledo Blade ,2000-01-22
By Dave Carpenter. ,2000-01-22
Oil Has Impact. By Dave Carpenter. ,2000-01-23
Us Energy Chief Says Y2k Preparation Worth The Cost. There ,2000-01-03
Impact By Dave Carpenter. ,2000-01-21
Computer Hacker Mitnick Released From Prison ,2000-01-22
"Oil Costs Soaring. Despite Fuel Price Increases, Inflation ... ",2000-01-22
"Without Y2k Panic, Pump Prices Decline. ",2000-01-10
Gasoline Prices Drop. ,2000-01-10
Gasoline Prices Drop Over Past 3 Weeks. ,2000-01-10
Wall Street. Dow Falls; Investors Shift To Nasdaq. ,2000-01-22
Ill Gas Prices. ,2000-01-10
Oil Futures And Other Energy Commodities Drop. ,2000-01-08
Pipeline Firm Is Punished For Spills. $30 Million Fine Is ... ,2000-01-14
Don't Fear Diesel. ,2000-01-09
Refinery Loss Hits Venango Communities. ,2000-01-12
Ill Prices. ,2000-01-28
Energy Secretary Says Strategic Reserves Won't Be Tapped To ,2000-01-26
Oil Leaks . ,2000-01-14
"Lower Crime On Of Panic Cause Price Price Drc Cause. Mill, ... ",2000-01-10
Erap Backs Oil Exchange. ,2000-01-11
"China To See Increased Production Of Oil, Gas. ",2000-01-10
"Oil Prices Up, Impact On Economy Down. ",2000-01-22
"Us Unflinching As Oil. The Reason: Oil. It The New, ... ",2000-01-22
Briefly Speaking. ,2000-01-15
"Weather, Cuts Spur Increase In Gas Prices. ",2000-01-24
Gas Prices Fall. ,2000-01-10
"Farms, Lands, Ranches. ",2000-01-24
Waycross Journal-Herald ,2000-01-15
Wildlife Threatened By Brazilian Oil Spill. ,2000-01-22
Oil Pipeline Ruptures In Clark County. ,2000-01-30
Rio Oil Spill Hits Nature Preserve. ,2000-01-22
Oil Prices Hit Nine-Year High. ,2000-01-15
The Argus-Press ,2000-01-21
"70 Vehicles Pile Up, Killing 7. ",2000-01-24
Brazilian Oil Spill Threatening Endangered Animals In Swamp,2000-01-19
Commodities ,2000-01-21
15-Month Cd. ,2000-01-29
Oil Prta. ,2000-01-22
Briefly Brazilian Oil Spill Continues To Spread. ,2000-01-23
Counter Attack On Rising Oil Prices: Cutting Your Energy Costs,2000-01-31
Over Higher Oil Prices Hit Truckers Where It Hurts. ,2000-01-26
Gas Prices Dip. ,2000-01-10
Gasoline Prices Drop At The Pump. ,2000-01-10
Crude Oil Pipeline Ruptures In Clark Co. ,2000-01-29
Star-News ,2000-01-30
Improving Technology Helps Cut Your Energy Costs. ,2000-01-30
Gainesville Sun ,2000-01-30
Energy-Efficiency Will Help Save Big. ,2000-01-29
Energy Efficient Technology Can Help Cut Energy Costs. ,2000-01-29
High Costs Of Medicines. ,2000-01-29
Today's News-Herald ,2000-01-26
Free ,2000-01-16
Blue Chips Fall As Nasdaq Gains. More Investors Are Buying ,2000-01-21
Tech Stocks Draw Investors. Nasdaq To Than Than The Market ,2000-01-23
Reports Cause Stock To Tumble. ,2000-01-22
Dow Tumbles As Nasdaq Hits Another High . ,2000-01-22
Investors Moving Away From Industrials. ,2000-01-22
"Dow Slumps, Nasdaq Rises Again ",2000-01-22
Pipe Burst Causes Gulf Oil Spill. ,2000-01-23
World News. In Brief. ,2000-01-21
Daily News ,2001-04-21
Oil Prices Boosted By Opec Signals On Output Curbs. ,2001-04-27
Rome News-Tribune ,2001-04-24
The Mysteries Of Synthetic Oil Revealed. ,2001-04-26
Oil Profits Soar As Gas Prices Rise. A National Survey Shows ,2001-04-24
Pipe Corrosion Blamed For Spill On Tundra In North Slope Oil ,2001-04-19
Energy Watchdog Foresees Tight Gasoline Supplies In Summer,2001-04-13
Indonesian Oil Output Fell 1.9 Per Cent Last Month. ,2001-04-04
"Second I M To Contact. The News Department, Call. 1 Fi 1. ... ",2001-04-22
Page A2 Us. Gasoline Analyst Discusses Jump In Prices. ... ,2001-04-23
Daily News ,2001-04-21
Oil Prices Boosted By Opec Signals On Output Curbs. ,2001-04-27
Rome News-Tribune ,2001-04-24
The Mysteries Of Synthetic Oil Revealed. ,2001-04-26
Oil Profits Soar As Gas Prices Rise. A National Survey Shows ,2001-04-24
Pipe Corrosion Blamed For Spill On Tundra In North Slope Oil ,2001-04-19
Energy Watchdog Foresees Tight Gasoline Supplies In Summer,2001-04-13
Indonesian Oil Output Fell 1.9 Per Cent Last Month. ,2001-04-04
"Second I M To Contact. The News Department, Call. 1 Fi 1. ... ",2001-04-22
Page A2 Us. Gasoline Analyst Discusses Jump In Prices. ... ,2001-04-23
Gasoline Prices Jump Almost 13 Cents Per Gallon ,2001-04-24
Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-20
Daily News ,2001-04-13
Study: Trice Trice Spikes For Summer Gasoline Possible. ... ,2001-04-13
Energy Futures Decline In In Auiet Trad Inc. ,2001-04-06
Firefighters Stop Refinery Blaze With No Injuries. No ... ,2001-04-23
Fuelling Power Sector With Crude Palm Oil. Technique Marks ,2001-04-30
Sarasota Herald-Tribune ,2001-04-20
Energy Encouraging Greater Utilisation Of Gas. ,2001-04-24
Gasoline Suppliers Are Playing Games. ,2001-04-08
Study Predicts A Pinch At The Pump Many. Experts See Of P N ,2001-04-13
Gasoline Prices Study Predicts. A. Pinch At The Pump. Many ,2001-04-12
"This Is Purely A Us. Gasoline Mar Ket Phenomenon, Not Crude ",2001-04-24
Survey Of Passengers Finds Critics Of Airlines. ,2001-04-12
Smuggled Oil Ship Sinks In Persian Gulf Mm. ,2001-04-16
"Economy Ship Sinks In Persian Gulf, Spilling Smuggled Iraqi Oil",2001-04-16
"Buyers Take To Technology Liv Tyler Adds Vixen, Elf To ... ",2001-05-01
Venezuela Says Opec May Produce Less Oil. ,2001-04-20
Gas Prices Up 7 Cents As Demand Increases. ,2001-04-09
Waycross Journal-Herald ,2001-04-19
Memo Details Plan To Lift Gas Prices. Gasoline: Sen. Wyden ,2001-04-26
Sun Journal ,2001-04-27
"Right Strategies Needed. Government Agencies, Industry Urged ",2001-05-01
Wyden Says Memo Shows Plan To Raise West Coast Gas Prices. ,2001-04-26
Group Says Gas-Price Spikes Likely This Summer. ,2001-04-13
Gasoline Prices Post Steep Jump. Cost Per Gallon Up 1 3 ... ,2001-04-24
Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-23
Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-23
Gas Prices Jump 13 Cents Per Gallon ,2001-04-23
Gas Prices On The Rise. Pumped: Motorists. See Prices At The ,2001-04-23
Gas Costs Jump Nearly 13 Cents. ,2001-04-20
Gas Prices Up Almost 13 Cents In 2 Weeks. Supplies Are Tight ,2001-04-24
I Gas Costs Jump Nearly 13 Cents Per Gallon ,2001-04-23
Don Compromise Refuge. ,2001-04-09
Portsmouth Daily Times ,2001-04-02
New Accident On Rig Spills Oil Off Brazilian Coast. ,2001-04-13
Midwestern States Hit Particularly Hard At The Gas Pump. ,2001-04-07
Government Predicts Summer Of Surging Gas Prices. ,2001-04-08
Rig Accident Spills Oil Off Coast. ,2001-04-13
Money ,2001-04-24
From Dependence On Opec Oil Or End Our Vul Nerability To ... ,2001-04-19
Gas Price Jump Highest Ever In Two-Week Period. ,2001-04-23
"Venezuela, Mexico, Columbia To Announce Accord, Stable Prices",2001-04-09
Us Looks To Canada To Fill Energy. Soaring Energy Prices ... ,2001-04-28
Gas Prices Take Record Jump. ,2001-04-24
Kentucky New Era ,2001-04-26
Higher Gasoline Prices Predicted For This Summer. ,2001-04-13
Report: Gas Supplies May Be Tight. ,2001-04-13
Accident On Rig Spills Oil Off Brazilian Coast. ,2001-04-13
Brazil Oil Rig Blowout. ,2001-04-13
Another Oil Rig Leaks Off Coast Of Brazil. ,2001-04-12
Waycross Journal-Herald ,2001-04-23
Boom ,2001-04-22
Boom ,2001-04-21
Why Are Gas Prices Going Up? ,2001-04-30
Energy Firms Make Strides In Fortune 500. Rankings: The ... ,2001-04-02
"I Venezuela. Mexico, Colombia Reach Oil. The Gadsden Times ",2001-04-09
2 Gas Not Likely This Summer. ,2001-04-17
Fortune 500. Exxon Rises To Top Spot. Cm Falls To Third In ,2001-04-02
Exxon Mobile Drives Gm From Fortune 500'S Top Spot. ,2001-04-02
Exxon Mobil Profits Rise. ,2001-04-24
After 15 Years. Gm Driven From Top Spot Of Fortune 500. ,2001-04-03
Energy Prices Spark Fortune 500 Climb For Some Companies. ,2001-04-02
Exxon Mobil Profits Rise. ,2001-04-24
Energy Companies Climb Fortune List. ,2001-04-02
Exxon Tops Fortune 50. ,2001-04-02
Exxon Mobil Tops Gm At Top Of Fortune 500. ,2001-04-01
Exxon Mobil Is No. 1. Top Firms Named To Fortune 500. ,2001-04-02
Us Energy Companies Earning Record Revenues. ,2001-04-02
General Motors Driven From Top Spot Of Fortune 500. ,2001-04-02
"After 15 Years, Gm Dropped From Top Of The Fortune 500. ",2001-04-02
Exxon Mobil Rides Energy Surge To Top Of Fortune 500 List. ,2001-04-02
Exxon Mobil Tops Fortune 500. Surging Energy Prices ... ,2001-04-02
The Durant Daily Democrat ,2001-04-11
Us Headed Toward Energy Problems This Summer. ,2001-04-10
Totalflnaelf Ptfe; The Parent Company. ,2001-04-09
Gasoline Supplies Tight In Summer. ,2001-04-13
Usx-Marathon Earnings Top Analysts Predictions. ,2001-04-20
Gas Prices Up 27 Cents Since Last Month. ,2001-04-28
Collins Unveils Energy Report. Alarming Price Increases ... ,2001-04-27
Oregon Senator Sees Gas Hikes Coming. ,2001-04-26
By The Gallon ,2001-04-29
Opec Cuts Production This Month. Gasoline Prices Expected To ,2001-04-13
Energy Group. ,2001-04-13
Stvika Haa. ,2001-04-13
"Executive, International Marketing. Main Responsibilities: ",2001-04-28
Cal Thomas. ,2001-04-03
Up In Smoke And Flames. Gas Prices Soar On Refinery Fire. ,2001-04-25
The Boise City News ,2001-04-18
Madison Avenue Gets The Budget Account; Here's Preview. ,2001-04-27
Consumers Face Higher Summer Gasoline Prices. ,2001-04-29
Oil Companies Getting Fat. ,2001-05-01
Continued Iiom Lit. ,2001-04-02
The Boise City News ,2001-04-18
Will Next Generation Inherit Energy Crisis? ,2001-04-04
World Low Oil Inventories Could Lift Prices. ,2001-04-13
Toledo Blade ,2001-04-02
The Victoria Advocate ,2001-04-29
Sarasota Herald-Tribune ,2001-04-02
Gasoline Costs Jump Nearly 13 Cents. ,2001-04-23
Economist Speaks On Gasoline Prices. ,1989-06-24
The Hour ,1989-06-29
Three Oil Spills Threaten Us Waters. ,1989-06-26
3 Oil Tanker Spills Foul Nation's Waters . ,1989-06-25
Opec Plan To Increase Output Sets Oil Tumbling. ,1989-06-09
Quota Countries With A Total Of $404.93 Tile Export Board ... ,1989-06-23
Experts: Ri. Spill Not Like Valdez. ,1989-06-25
Kuwait's Plans To Cut Back Oil Production Sees Crude Prices Up,1989-06-27
Eugene Register-Guard ,1989-06-25
"Oil Production Dipped, Natural Gas Output Rose . ",1989-06-16
Lakeland Ledger ,1989-06-25
Oil Exploration In The West Isn't Likely To Rebound Soon ,1989-06-08
Ellensburg Daily Record ,1989-06-17
Point Of View George P. Mitchell It. Energy Security. ,1989-06-03
Oil Spill Fouls Rhode Island Shores. ,1989-06-25
Fuel Ripoffs. Report: Profit-Taking Linked To Higher Prices. ,1989-06-27
Gasoline Prices Fuel Suspicions About Oil Companies. ,1989-06-30
Valdez Tragedy On-Going. ,1989-06-24
The Press-Courier ,1989-06-24
3 Separate Oil Spills Pollute Waters. More Than 3 Million ... ,1989-06-25
"Biggest Oil Spill Continues To Spread. Three Months Later, ... ",1989-06-24
Three Oil Spills Dump 3 Million Gallons In Us. ,1989-06-25
Alaska Coastline Still Blotted With Exxon Valdez Oil. ,1989-06-25
Biggest Spill Keeps Getting Bigger. ,1989-06-25
Valdez Spill Still Spreads Across Alaskan Coastline. ,1989-06-24
Oil Spills Foul Shores In 3 States. ,1989-06-25
Oil Spills: Tankers Dump 3.35 Million Gallons. ,1989-06-25
Commodities ,1989-06-16
Alaskan Oil Spill Still Spreading Misery. ,1989-06-28
"Squeeze Foreseen, But No Return Of Gas Lines. ",1989-06-18
Gas Supply Pinch Foreseen. ,1989-06-17
But No Return Of Lines Expected. Gas Supply Squeeze Foreseen,1989-06-18
Spill Foul Rhode Island ,1989-06-25
"Group Predicts Gas Shortages, Long Lines. ",1989-06-14
"Gas Shortage Foreseen, But Not Gas Lines. ",1989-06-18
"Supply Squeeze Foreseen, But No Gas Lines. ",1989-06-15
"Page 6a The Robesonian, Lumberton, Ncs Sunday, June 18, 1 ",1989-06-18
"Supply Squeeze Foreseen, But No Gas Lines Return. ",1989-06-22
Uas Supplies May Be Tight This Summer. ,1989-06-18
Oil Spill Fouls Rhode Island Shoreline. ,1989-06-25
Price Of Gasoline Reported Stabilized Following Oil Spill. ,1989-06-30
3 Oil Spills May Total 2.55 Million Gallons. ,1989-06-25
3 Oils Spills Foul Waters. ,1989-06-25
Three Tankers Spill 2.55 Million Gallons. ,1989-06-25
Crews Try To Contain Oil Slick Oil Ki Coast Coast. ,1989-06-24
Eugene Register-Guard ,1989-06-15
Crude Oil Price Seen Sliding If Output Limit Set. ,1989-06-06
"Gas Prices Level Off, But Collusion Checked. ",1989-07-01
"Rising Gasoline Prices, Shortages Said Likely. ",1989-06-14
Bellmon Touts Need For Domestic Oil Production ,1989-06-30
Proportion Of World's Crude Oil Produced By Opec. Declines ,1989-06-19
Oil Dispute Exposes Vulnerability. ,1989-06-15
Repair Site Doesn't Faze Port Official. ,1989-06-13
Texas Oks Stiff Tax On Burning Fuel Oil At Plants. Thomas Hayes,1989-06-15
Business Khomeini's Death May Speed Up Opec Meeting. ,1989-06-05
"Ex-Senators Hit Pension Benefits For Bennett, Moss Outpace ",1989-06-13
Spills ,1989-06-25
Gasoline Prices Stable For Holiday. ,1989-06-30
"Gasoline Prices Stable, But States Continue Probes. ",1989-06-30
Gas Prices Are Stable For 1st Time Since Spill. ,1989-06-30
Gasoline Prices Stable; Public Suspicion Remains. ,1989-06-30
Officials Ask About Gas Prices. ,1989-07-01
Missoula Engine Quits; Delta 737 Jet Aborts Flight. ,1989-06-14
Shell Plans $200i Refinery Upgrade. ,1989-06-07
Opec Says Pact Will Firm Up World Prices. ,1989-06-10
The Evening News ,1989-06-18
Supply Jitters Up Oil Prices. ,1989-06-24
"High Oil Import Level Scary, Bellmon Says. ",1989-06-30
Spills ,1989-06-25
Oil Futures Prices Skid. ,1989-06-08
"Gasoline, Heating Oil Futures Slip. ",1989-06-14
States Seek To Solve Gasoline Price Puzzle. ,1989-06-30
Editorial.. Oil Spill Cleanup Myth. ,1989-06-29
Energy Futures Prices Dip. ,1989-06-10
Editorial Industry's Claims Again Discounted. ,1989-06-30
States Seek To Solve Mystery Of Oil Company Pricing Practices,1989-06-30
Opec Oks Accord But Skips Problems. ,1989-06-10
Price Cuts Spark New Petrol War. ,1989-06-17
Probe Of Gasoline Price Hikes Continues. ,1989-06-30
Price Cuts Spark New Petrol War. ,1989-06-16
"Pipeline Spills 13,200 Gallons Of Crude Oil Into Colo, River. ",1989-06-04
Crippled Tanker To Head South For Repairs. ,1989-06-23
The Southeast Missourian ,1989-06-25
Crude Oil Futures Climb. ,1989-06-28
Workers Scoop Oil Blobs From Delaware River. By Erich Smith,1989-06-27
Spill ,1989-06-23
Progress Made In Cleanup Of 3 Weekend Oil Spills. ,1989-06-27
Roads ,1989-06-18
Saudis Even Pump Gas. ,1989-06-02
Workers Fight Delaware. Oil Misses Shorelines. Jfk ,1989-06-27
Crews Try To Contain Del. Oil Spill. ,1989-06-27
Guardsmen Called Out For Oil Spill. ,1989-06-27
Cause Scramble On Us. Coasts ,1989-06-25
Today's High Gas Prices-Just Coincidence? ,1989-06-30
Sarasota Herald-Tribune ,1989-06-19
Times-Union ,1989-06-24
Surging Oil Price May Mean Time To Sell. ,1989-06-18
"""nothing Works Like Diet Center."" . ",1989-06-14
Alaskan Inlet Fouled By Oil; Fishing Halted. ,1989-06-11
And Yet Another Mishap. Oil Spill Inquiries Launched; ... ,1989-06-28
Little Damage Reported From Spills. ,1989-06-27
Hearings Open On Two S. ,1989-06-28
Delaware River Shoreline Escapes Oil Spill Damage. ,1989-06-27
Spill Clean-Up Efforts Expand ,1989-06-26
First Wildlife Deaths Reported In Latest Oil. ,1989-06-26
Hearings Open On Weekend Oil Spills. ,1989-06-28
First Wildlife Deaths Reported In Spill. ,1989-06-23
Oil Spill Damages Wildlife. Slick Heads South Along East Coast,1989-06-26
Heat Hampering Oil Spill Cleanup. ,1989-06-28
Oil Spill Estimate Vastly Reduced. By The Press. Million ... ,1989-06-26
Damage Potential Vast From Oil Spill. ,1989-09-11
Indons Likely To Lower Crude Oil Prices. ,1989-09-02
No Proof Found Of Collusion In Gas Price Increases. ,1989-09-14
"Crews Clean Up Second, But Smaller, Delaware Oil Spill. ",1989-09-01
State Probe Fails To Prove Gasoline Price Fixing. ,1989-09-14
Hugo Drives Gas Prices Up 2 Cents On Merc. ,1989-09-22
"State Un Company. Directs Spill Cleanup. Hull, England Aim ... ",1989-09-19
Calculating Oil Spill Costs No. ,1989-09-22
Oil Industry Cleans Up Gasoline To Better Air. ,1989-09-24
Crude Oil Closes Higher. ,1989-09-27
State Firms To Finance Oil Fund. ,1989-09-09
Crude Oil Closes Higher. ,1989-09-27
Commodities ,1989-09-20
"Two Oil Tankers Collide, Spill Crude In North Sea. ",1989-09-18
Commodities ,1989-09-28
Saudi Oil For Reserves. ,1989-09-12
Saudis May Lease Crude For Storage In America. ,1989-09-13
Sun Journal ,1989-09-27
"Tankers Collide, Spill Crude Into North Sea. ",1989-09-18
Saudi Leases Eyed For Emergency Oil. ,1989-09-12
"Oil Reserves, Discoveries Down Again ",1989-09-14
Government Says Oil Reserves Down. ,1989-09-14
Ashland Oil Resolves Suit. ,1989-09-08
Us May Lease Saudi Crude Oil. ,1989-09-12
Us May Lease Saudi Crude Oil. ,1989-09-12
Crude Oil Spilled In Delaware. ,1989-09-01
Crude Oil Spills Into Delaware. ,1989-09-01
"Tankers Collide, Leave Oil Spill. ",1989-09-18
Aircraft Winning Oil Slick Fight. ,1989-09-18
Crude Oil Spilled Into Delaware River. ,1989-09-01
Oil Industry Leaders See Promising Times Ahead. ,1989-10-01
Ready To Halt Oil Cleanup. ,1989-09-10
New Straits Times ,1989-09-14
Exxon Cleanup To End Season Soon Beaches Remain Covered With ,1989-09-10
Exxon Prepares For Pullout From Alaskan Spill Cleanup. ,1989-09-10
Exxon Prepares To End Cleanup. ,1989-09-10
Will. Have In Finish Tho. Loan... ,1989-09-11
"Manila Standard, Friday, September 15, 1989... Energy ... ",1989-09-15
Tanker's Delaware River Spill Contained. ,1989-09-01
"Oil Drilling Would Bring Spills, Coast Guard Says. ",1989-09-22
Engineering Careers In Canada. ,1989-09-16
